EventName,Fare,TypeOfTrip,Ratings,description,Link,Event_Type
62. Irish Whiskey Museum Experience Ticket,€20.00,Attractions & Museums,5.0 ,Visit the Irish Whiskey Museum in Dublin for a guided introduction to the country’s iconic spirit. You’ll learn the history… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11454476-Irish_Whiskey_Museum_Experience_Ticket-Dublin_County_Dublin.html,Tours
63. Belfast Day Tour From Dublin: Including Titanic Experience ,€69.00,Bus Tours,4.0 ,A simply essential Belfast day tour & day trip! Explore the beauty & history of Belfast city with Titanic Experience Included… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11460345-Belfast_Day_Tour_From_Dublin_Including_Titanic_Experience-Dublin_County_Dublin.html,Tours
"64. Giant's Causeway, Dark Hedges & Bushmills Whiskey Tasting tour from Dublin",€85.00,Full-day Tours,4.5 ,Join our exclusive tour to the Giants Causeway in Northern Ireland that also includes a Whiskey tasting at the worlds oldest… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d19100205-Giant_s_Causeway_Dark_Hedges_Bushmills_Whiskey_Tasting_tour_from_Dublin-Dublin_Cou.html,Tours
65. Irish Craic & Cuisine: Cooking Class & Dinner in Central Dublin,€89.20,Cooking Classes,5.0 ,"Host Ann is so excited to welcome guests back to her Dublin home. At this social dining experience, you'll help Ann cook… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d20322273-Irish_Craic_Cuisine_Cooking_Class_Dinner_in_Central_Dublin-Dublin_County_Dublin.html,Tours
66. Electric Bike Tour in Dublin,€41.67,E-Bike Tours,5.0 ,"Take the pain out of pedaling on this electric bike tour of Dublin: When you want to pedal, pedal, and if you tire, let … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11462209-Electric_Bike_Tour_in_Dublin-Dublin_County_Dublin.html,Tours
"67. Dublin Coastal Hike & Pints, With Mark & Missy",€43.00,City Tours,5.0 ,Leave the city behind and discover the beauty of the Emerald Isle on this 3.5 hour Hidden Howth Peninsula experience - See… ,https://www.tripadvisor.ie/AttractionProductReview-g212088-d15525748-Dublin_Coastal_Hike_Pints_With_Mark_Missy-Howth_County_Dublin.html,Tours
68. Celtic Boyne Valley Day Trip from Dublin,€65.00,Bus Tours,4.5 ,Travel back in time through Ireland’s rich history on this full-day bus tour that’s perfect for any history lover. Let your… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451233-Celtic_Boyne_Valley_Day_Trip_from_Dublin-Dublin_County_Dublin.html,Tours
69. 2-Day Northern Ireland Tour from Dublin Including Belfast and Giants Causeway,€189.00,Bus Tours,4.5 ,Visiting Northern Ireland’s highlights can be tricky without a car–especially if you’re on a short stay in the Republic. … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11463673-2_Day_Northern_Ireland_Tour_from_Dublin_Including_Belfast_and_Giants_Causeway-Dubl.html,Tours
70. Giant's Causeway & Belfast City Day Tour from Dublin,€75.00,Bus Tours,4.5 ,The rugged coastal scenery and dramatic landscapes of UNESCO World Heritage–listed Giant’s Causeway are some of Northern… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11451232-Giant_s_Causeway_Belfast_City_Day_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
71. Giant's Causeway with the Titanic Exhibition and the best of Northern Ireland,€83.00,Full-day Tours,5.0 ,"Hit all the filming spots from 'Game of Thrones' from Dublin on this full-day tour, including a stop at the Giant's Causeway… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11461103-Giant_s_Causeway_with_the_Titanic_Exhibition_and_the_best_of_Northern_Ireland-Dubl.html,Tours
72. Musical Tour Of Dublin,€22.00,Walking Tours,5.0 ,This tour tells the story of Dublin by looking at and performing some of the street songs and folk ballads that have dotted… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d25053400-Musical_Tour_Of_Dublin-Dublin_County_Dublin.html,Tours
73. Howth Coastal Half-Day Bus Tour from Dublin with Live Guide,€30.00,Bus Tours,4.0 ,"Discover Howth Summit and its famous, picturesque fishing village on this half-day Coastal Tour by bus from Dublin. Enjoy… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d24125703-Howth_Coastal_Half_Day_Bus_Tour_from_Dublin_with_Live_Guide-Dublin_County_Dublin.html,Tours
74. Your Irish Tour Private Luxury Cliffs of Moher Day Tour from Dublin,"€1,050.00",Bus Tours,5.0 ,We are experienced professionals with all the best intentions at heart to make your vacation to Ireland a dream come true… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d23806393-Your_Irish_Tour_Private_Luxury_Cliffs_of_Moher_Day_Tour_from_Dublin-Dublin_County_.html,Tours
75. Ring of Kerry Rail Trip from Dublin,€149.00,Bus Tours,4.0 ,Skip the hassle of renting a car with this full-day tour to the Ring of Kerry from Dublin that travels by train and coach… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448774-Ring_of_Kerry_Rail_Trip_from_Dublin-Dublin_County_Dublin.html,Tours
76. Private Medieval Walking Tour in Dublin ,€105.00,City Tours,5.0 ,"NEW TOUR Private tour in Dublin Medieval dedicated to your group of friends/family. We can also customize the tour, possibly… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d23968491-Private_Medieval_Walking_Tour_in_Dublin-Dublin_County_Dublin.html,Tours
77. Admission Ticket for EPIC The Irish Emigration Museum,€19.00,Attractions & Museums,4.5 ,Learn about the history of emigration from Ireland and the Irish diaspora at EPIC The Irish Emigration Museum. Save time… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11485963-Admission_Ticket_for_EPIC_The_Irish_Emigration_Museum-Dublin_County_Dublin.html,Tours
"78. Dublin Private Walking Tours with a Local Guide, Personalized ",€106.37,Viator Private Guides,5.0 ,Book you own local Dubliner for a personalized exploration of the city. Your local host and the CityUnscripted team will… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12561023-Dublin_Private_Walking_Tours_with_a_Local_Guide_Personalized-Dublin_County_Dublin.html,Tours
79. The Irish Dance Party in Dublin,€25.00,Theatre Shows,4.5 ,"There are few better places to learn how to dance like the Irish than in Dublin. At the Irish Dance Party, enjoy three choreographed… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d12863470-The_Irish_Dance_Party_in_Dublin-Dublin_County_Dublin.html,Tours
80. Waterford Crystal and Kilkenny Rail Tour from Dublin,€149.00,Bus Tours,4.5 ,Visit Kilkenny Castle and Waterford Crystal on a full-day tour from Dublin with round-trip transportation by train. Soak… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11448766-Waterford_Crystal_and_Kilkenny_Rail_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
81. 6-Day All Ireland Tour from Dublin,€749.00,Bus Tours,4.5 ,"Ireland’s small size makes it possible to see much of the country on a multi-day tour, and doing so with a guide allows … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11463294-6_Day_All_Ireland_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
82. Dublin Live Guided Panoramic Open-Top Night Bus Tour,€20.00,Adventure Tours,4.5 ,"Hop on board a one-hour panoramic Night Tour to experience Dublin as it comes to life after dark. Along the way, you'll … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d24125756-Dublin_Live_Guided_Panoramic_Open_Top_Night_Bus_Tour-Dublin_County_Dublin.html,Tours
83. Dublin Literary Pub Crawl,€15.25,Walking Tours,5.0 ,Experience Dublin’s love of literature and pubs on this pub crawl. Leave the navigation to your guide as you head down the… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11450505-Dublin_Literary_Pub_Crawl-Dublin_County_Dublin.html,Tours
84. 4-Day Guided Tour to Discover Ireland and Dublin ,€300.00,Bus Tours,5.0 ,Take the hassle out of booking different tours and keeping track of all the arrangements to discover Ireland with this unique… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d25000914-4_Day_Guided_Tour_to_Discover_Ireland_and_Dublin-Dublin_County_Dublin.html,Tours
85. 3-Day Southern Ireland Tour Including Galway and Kerry from Dublin,€389.00,Bus Tours,4.5 ,"Follow Ireland’s Wild Atlantic Way to historic cities, soaring cliffs, and traditional villages on a 3-day trip from Dublin… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11462143-3_Day_Southern_Ireland_Tour_Including_Galway_and_Kerry_from_Dublin-Dublin_County_D.html,Tours
"86. Private Day Tour of Wicklow, Powerscourt and Glendalough from Dublin",€480.00,Bus Tours,5.0 ,On this private day tour of Wicklow which we offer you can choose to see and visit the places that are of most interest … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12873647-Private_Day_Tour_of_Wicklow_Powerscourt_and_Glendalough_from_Dublin-Dublin_County_.html,Tours
87. Private Dublin Arrival Transfer - Airport to Hotel / Accommodation,€51.49,2 hours,4.0 ,"For a hassle-free airport arrival transfer, book this economical and private transportation service from Dublin Airport … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d12463462-Private_Dublin_Arrival_Transfer_Airport_to_Hotel_Accommodation-Dublin_County_Dubli.html,Tours
"88. Dublin City & Bay History, live Music & Irelands best Guinness pub PRIVATE tour",€638.38,Bus Tours,5.0 ,"*itinerary is only a guide and is tailored for each unique tour, when we meet in person, I'll make sure that we are collaborating… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d18274179-Dublin_City_Bay_History_live_Music_Irelands_best_Guinness_pub_PRIVATE_tour-Dublin_.html,Tours
89. Newgrange and Hill of Tara Private Guided Tour from Dublin,€560.00,Full-day Tours,4.5 ,Learn all about Irelands heritage on this 6 hour long private guided tour from Dublin. You will visit the Neolithic tombs… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12863426-Newgrange_and_Hill_of_Tara_Private_Guided_Tour_from_Dublin-Dublin_County_Dublin.html,Tours
90. Private Sedan (4 seats) Transfer from Dublin Airport to Dublin City Center,€87.00,30 minutes,4.5 ,Looking for a Private transfer from Dublin airport? Look no more! This is a private transfer from Dublin airport to any … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d19499385-Private_Sedan_4_seats_Transfer_from_Dublin_Airport_to_Dublin_City_Center-Dublin_Co.html,Tours
91. Giant's Causeway Luxury Private Day Tour,€949.00,Full-day Tours,5.0 ,"Take the hassle out of trying to find your way around, be driven by your own personal driver in comfort and at your own … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19923724-Giant_s_Causeway_Luxury_Private_Day_Tour-Dublin_County_Dublin.html,Tours
92. Hidden Dublin: Haunted History Walking Tour,€19.00,City Tours,4.0 ,Discover a darker side of Dublin’s history on this walking ghost tour that’s good for both serious paranormal fanatics and… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d12561548-Hidden_Dublin_Haunted_History_Walking_Tour-Dublin_County_Dublin.html,Tours
93. Glendalough Day Tour from Dublin: Including Kilkenny City ,€40.00,Bus Tours,4.5 ,"Take a leisurely drive to the medieval town of Kilkenny, a 1.5-hour drive from Dublin, known for its castles, churches, … ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11461950-Glendalough_Day_Tour_from_Dublin_Including_Kilkenny_City-Dublin_County_Dublin.html,Tours
94. Food on Foot Tour: Dublin Walking Tour,€25.00,Walking Tours,5.0 ,"Try out a variety of Dublin street food

Learn a bit of the city’s history and secrets from your knowledgeable guide

“To… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d23555843-Food_on_Foot_Tour_Dublin_Walking_Tour-Dublin_County_Dublin.html,Tours
95. Deluxe Whiskey and Food Tasting in Dublin,€80.90,Private and Luxury,5.0 ,Get to know Dublin and Irish culture on this bespoke and decadent whiskey and food tasting tour. Visit renowned destinations… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11487082-Deluxe_Whiskey_and_Food_Tasting_in_Dublin-Dublin_County_Dublin.html,Tours
96. Irish Rock 'N' Roll Museum Experience Dublin,€20.00,Attractions & Museums,5.0 ,"Journey through Ireland's musical history on this 1.5-hour tour! Along with your passionate local guide, you'll go behind… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d11480374-Irish_Rock_N_Roll_Museum_Experience_Dublin-Dublin_County_Dublin.html,Tours
97. Small-Group Wicklow and Glendalough DayTour from Dublin with a Guided Walk ,€65.00,Bus Tours,4.5 ,You don’t need to hire a car to experience the Irish countryside. This guided day trip from Dublin to Wicklow Mountains … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d11469943-Small_Group_Wicklow_and_Glendalough_DayTour_from_Dublin_with_a_Guided_Walk-Dublin_.html,Tours
98. Afternoon Mountain Pub Tour,€50.00,Bus Tours,5.0 ,"Escape the hectic city of Dublin & Experience an afternoon in 3 of the best pubs located in The Dublin Mountains area. 

… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17336056-Afternoon_Mountain_Pub_Tour-Dublin_County_Dublin.html,Tours
99. Dublin Panoramic E-Bike Tour with Howth Adventures,€59.00,Adventure Tours,5.0 ,Cycle to the most breath taking views in Ireland without getting out of breath. Our e-bikes are great fun and trusty on … ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d15633619-Dublin_Panoramic_E_Bike_Tour_with_Howth_Adventures-Dublin_County_Dublin.html,Tours
100. Guinness Pint Tour in Dublin with Tasting,€135.00,Bus Tours,5.0 ,Embark on an adventure to discover the perfect pint of Guinness with a guided tour of some of the most iconic pubs in Dublin… ,https://www.tripadvisor.ie/AttractionProductReview-g186605-d24079296-Guinness_Pint_Tour_in_Dublin_with_Tasting-Dublin_County_Dublin.html,Tours
101. Dublin Mountain Pub Tour,€50.00,Bus Tours,5.0 ,"Ireland as you know, is well known for its unique Pub Culture, Friendly people, Traditional Music & Beautiful Scenery !

… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17224684-Dublin_Mountain_Pub_Tour-Dublin_County_Dublin.html,Tours
102. Dublin Coastal Hike with Howth Adventures ,€39.00,Adventure Tours,5.0 ,All the outdoor beauty of Dublin on the Howth tour that takes you to the highlights and panoramic views while surrounded… ,https://www.tripadvisor.ie/AttractionProductReview-g212088-d19253355-Dublin_Coastal_Hike_with_Howth_Adventures-Howth_County_Dublin.html,Tours
103. 'A Terrible Beauty': The Irish Revolution Tour,€150.00,Private and Luxury,4.5 ,"This tour will chart the revolutionary period of 1913-1923, a decade of division, war and rhetoric that created the independent… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17162498-A_Terrible_Beauty_The_Irish_Revolution_Tour-Dublin_County_Dublin.html,Tours
104. InstaTours Dublin,€19.75,Private and Luxury,5.0 ,"Shoot amazing Instagrams,

On Dublin's #1 Photography Tour on TripAdvisor, you will meet a local Instagram Influencer/expert… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19083140-InstaTours_Dublin-Dublin_County_Dublin.html,Tours
105. Ultimate Day in Dublin,€275.88,Full-day Tours,5.0 ,"Do you enjoy Food, Pub, Museums, Culture tours and learning how the locals live?
This tour comprises elements from all those… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d20280855-Ultimate_Day_in_Dublin-Dublin_County_Dublin.html,Tours
106. The Fantastic Walking Tour of Dublin,€163.68,Private and Luxury,5.0 ,"Welcome to the great old city of Dublin! Now, this is the tour for seeing Dublin. If you only do one touristy activity in… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d17575452-The_Fantastic_Walking_Tour_of_Dublin-Dublin_County_Dublin.html,Tours
107. Dublin Hiking Tour with Howth Adventures,€49.00,Adventure Tours,5.0 ,See a side of Ireland’s natural landscape often missed by visitors on this half-day trek through Howth Peninsula. Led by… ,https://www.tripadvisor.ie/AttractionProductReview-g212088-d11989315-Dublin_Hiking_Tour_with_Howth_Adventures-Howth_County_Dublin.html,Tours
108. Tour of Dublin Museums: Treasures of Ireland,€144.48,Walking Tours,5.0 ,"This unique tour uses Ireland’s artistic and literary wealth to explain the historical moments, traditions, wars, movements… ",https://www.tripadvisor.ie/AttractionProductReview-g186605-d19368904-Tour_of_Dublin_Museums_Treasures_of_Ireland-Dublin_County_Dublin.html,Tours
